접점코드,판매점명,실판매POS,통신사,담당영업과장
S텔21845,영)투헝통신(시흥),투헝통신,후불)텔링크SK,원세영
S텔21286,웅)튀블리,튀블리,후불)텔링크SK,정선웅
S텔23746,영)트리플에스(송파),트리플에스,후불)텔링크SK,원세영
S텔20974,영)트윈통신,트윈통신,후불)텔링크SK,원세영
S텔24528,영)티베이코퍼레이션(수원),오산프로도,후불)텔링크SK,원세영
S텔22804,영)티베이코퍼레이션(수원),오산프로도,후불)텔링크SK,원세영
S텔22770,영)웰컴(수원),글로벌텔레콤,후불)텔링크SK,원세영
S텔21626,영)티베이코퍼레이션(수원),플레이모바일,후불)텔링크SK,원세영
S텔20989,웅)티앤에스마케팅,주식회사 티앤에스마케팅,후불)텔링크SK,정선웅
S텔23350,열)티앤티(중랑),티앤티,후불)텔링크SK,박종열
S텔22561,웅)티엔샵,티엔샵 THAI NGAN SHOP,후불)텔링크SK,정선웅
S텔26413,수)티제이모바일(옥정),티제이모바일,후불)텔링크SK,김성수
S텔20166,수)티케이씨모바일(의정부),티케이씨모바일,후불)텔링크SK,김성수
S텔21003,민)티플러스(대림),티플러스,후불)텔링크SK,김민준
S텔22241,민)파란모바일,파란모바일도화점,후불)텔링크SK,김민준
S텔22229,민)파란모바일,파란모바일,후불)텔링크SK,김민준
S텔16509,구)파란텔레콤(춘천),파란텔레콤,후불)텔링크SK,서승구
S텔23794,구)파워텔레콤(영등포구),파워텔레콤,후불)텔링크SK,서승구
S텔23615,열)파워통신(아산),파워통신,후불)텔링크SK,박종열
S텔26343,수)파주휴대폰성지운정점,파주휴대폰성지운정점,후불)텔링크SK,김성수
S텔26442,열)판다텔레콤,판다폰,후불)텔링크SK,박종열
S텔22998,열)판다텔레콤(천안),판다텔레콤,후불)텔링크SK,박종열
S텔24289,열)판다텔레콤2(천안),판다텔레콤,후불)텔링크SK,박종열
S텔20235,준)판다통신,판다통신,후불)텔링크SK,황병준
S텔17711,준)판다통신,판다통신고려대점,후불)텔링크SK,황병준
S텔20689,웅)판매왕,판매왕,후불)텔링크SK,정선웅
S텔22125,영)패밀리데이,패밀리데이,후불)텔링크SK,원세영
S텔22051,수)패밀리통신(대림),패밀리통신,후불)텔링크SK,김성수
S텔21648,준)브라더,펀모바일,후불)텔링크SK,황병준
S텔20573,영)평택모바일(평택),평택모바일,후불)텔링크SK,원세영
S텔25980,열)평택본가,평택본가,후불)텔링크SK,박종열
S텔17857,영)평택아저씨,평택아저씨,후불)텔링크SK,원세영
S텔24580,구)포비텔레콤(태백),포비텔레콤,후불)텔링크SK,서승구
S텔21905,수)폰82,폰(Phone)+82,후불)텔링크SK,김성수
S텔25958,영)폰82(신기점),폰82,후불)텔링크SK,원세영
S텔25348,수)폰꾸모바일(문산),폰꾸모바일,후불)텔링크SK,김성수
S텔21333,영)폰나라2(수원),폰나라2,후불)텔링크SK,원세영
S텔20140,민)폰닥터,폰닥터,후불)텔링크SK,김민준
S텔21857,우)폰당포,폰당포,후불)텔링크SK,김선우
S텔24737,우)폰당포(마곡점),서울중고폰 폰당포 마곡점,후불)텔링크SK,김선우
S텔25057,열)폰마켓(강동),성공통신 건대점,후불)텔링크SK,박종열
S텔23216,열)폰마켓(강동),폰마켓강동,후불)텔링크SK,박종열
S텔16537,구)폰마트(석남동),폰마트,후불)텔링크SK,서승구
S텔25730,영)폰마트(인천),폰마트,후불)텔링크SK,원세영
S텔22748,열)폰마트양동점(양평),폰마트(양동점),후불)텔링크SK,박종열
S텔20775,열)폰매니아(이천),폰매니아,후불)텔링크SK,박종열
S텔25979,민)폰몬스터(화성),폰몬스터,후불)텔링크SK,김민준
S텔16516,구)폰무원,폰무원,후불)텔링크SK,서승구
S텔20283,구)폰뱅크,폰뱅크,후불)텔링크SK,서승구
S텔20748,구)폰부스(익산시),폰부스(익산점),후불)텔링크SK,서승구
S텔22572,수)폰부스직영점(오산),폰부스직영점,후불)텔링크SK,김성수
S텔16549,웅)폰사랑,폰사랑,후불)텔링크SK,정선웅
S텔22304,웅)폰사랑(강릉),폰사랑,후불)텔링크SK,정선웅
S텔20798,수)폰사랑(김포),폰사랑,후불)텔링크SK,김성수
S텔22750,열)폰사무소(관악),폰사무소,후불)텔링크SK,박종열
S텔22041,영)폰생폰사,폰생폰사,후불)텔링크SK,원세영
S텔21057,구)폰샵,폰샵,후불)텔링크SK,서승구
S텔25694,열)폰샵(부산),폰샵,후불)텔링크SK,박종열
S텔25370,열)폰설팅(평택),폰설팅(평택),후불)텔링크SK,박종열
S텔25838,웅)폰스(대전),폰스,후불)텔링크SK,정선웅
S텔25327,수)폰스테이지,폰스테이지,후불)텔링크SK,김성수
S텔23308,수)폰스토리(창동),폰스토리,후불)텔링크SK,김성수
S텔15860,수)폰스토어(대전),폰스토어,후불)텔링크SK,김성수
S텔20366,영)폰스토어(이천),폰스토어,후불)텔링크SK,원세영
S텔20881,수)폰아울렛(포천),폰아울렛 본점,후불)텔링크SK,김성수
S텔23954,준)폰앤컴(상주),폰앤컴,후불)텔링크SK,황병준
S텔18400,수)폰앤케이스(대구),폰&케이스,후불)텔링크SK,김성수
S텔22074,구)폰앤톡(고양),㈜폰앤톡 운정점,후불)텔링크SK,서승구
S텔22073,구)폰앤톡(고양),㈜폰앤톡 라페도매폰,후불)텔링크SK,서승구
S텔22072,구)폰앤톡(고양),폰앤톡,후불)텔링크SK,서승구
S텔22580,열)폰요기요(오산),폰요기요,후불)텔링크SK,박종열
S텔22313,웅)폰이팡,폰이팡중고폰선불폰일산주엽점,후불)텔링크SK,정선웅
S텔21898,웅)폰이팡(수원),폰이팡 중고폰 선불폰 수청시청역점,후불)텔링크SK,정선웅
S텔21852,수)폰친구(공릉),폰친구,후불)텔링크SK,김성수
S텔26453,민)폰카페(파주),폰카페,후불)텔링크SK,김민준
S텔22013,수)폰통신(오산),폰통신,후불)텔링크SK,김성수
S텔22525,영)폰포유,폰포유2,후불)텔링크SK,원세영
S텔20320,열)폰프렌즈(이천),폰프렌즈,후불)텔링크SK,박종열
S텔23887,구)폰플러스(전주),폰플러스 전주,후불)텔링크SK,서승구
S텔25708,열)폰하우스(평택),폰하우스,후불)텔링크SK,박종열
S텔22673,영)폰할인연구소,폰할인연구소,후불)텔링크SK,원세영
S텔21472,영)폼크메르모바일(안산),폼크메르 모바일,후불)텔링크SK,원세영
S텔23450,구)푸른정보통신(중랑),푸른정보통신,후불)텔링크SK,서승구
S텔22029,수)프라임(호평),프라임,후불)텔링크SK,김성수
S텔16431,열)프라임모바일,프라임모바일,후불)텔링크SK,박종열
S텔22243,영)프렌들리(광진),프렌들리모바일(광진),후불)텔링크SK,원세영
S텔22022,수)프렌즈(석남),프렌즈텔레콤,후불)텔링크SK,김성수
S텔23802,영)프로모바일(화곡),프로모바일(화곡),후불)텔링크SK,원세영
S텔22491,구)프로통신(송파),프로통신,후불)텔링크SK,서승구
S텔25628,수)프리모바일(답십리),프리모바일,후불)텔링크SK,김성수
S텔22934,웅)프리페이폰,프리페이폰,후불)텔링크SK,정선웅
S텔22699,구)플러스통신(안양),플러스통신,후불)텔링크SK,서승구
S텔21071,수)피아이텔레콤(진접),피아이 텔레콤,후불)텔링크SK,김성수
S텔24399,수)피에스타(가든파이브),피에스타,후불)텔링크SK,김성수
S텔21915,수)피에스텔레콤(산본),피에스텔레콤(산본점),후불)텔링크SK,김성수
S텔22002,수)피에스텔레콤(송파),피에스텔레콤,후불)텔링크SK,김성수
S텔22014,수)피엔모바일(다산),피엔모바일,후불)텔링크SK,김성수
S텔24204,수)피엠에스(가평),피엠에스 가평,후불)텔링크SK,김성수
S텔16388,웅)피치모바일,피치모바일,후불)텔링크SK,정선웅
S텔23560,열)피카소(안성),피카소,후불)텔링크SK,박종열
S텔23462,웅)픽스모바일,픽스모바일,후불)텔링크SK,정선웅
S텔24035,웅)픽스퀵주식회사(수유),픽스퀵주식회사,후불)텔링크SK,정선웅
S텔20990,구)필 이동통신,필 이동통신,후불)텔링크SK,서승구
S텔22240,우)필모바일(포승),필모바일,후불)텔링크SK,김선우
S텔22253,수)핏불텔레콤(중랑),핏불텔레콤,후불)텔링크SK,김성수
S텔22087,수)핑크모바일(송우),핑크텔레콤,후불)텔링크SK,김성수
S텔22310,영)하나로플러스,하나로플러스(야탑),후불)텔링크SK,원세영
S텔21375,구)하나모바일,하나모바일,후불)텔링크SK,서승구
S텔22761,영)하나모바일(부평),하나모바일,후불)텔링크SK,원세영
S텔22298,민)하나정보통신(부천),하나정보통신,후불)텔링크SK,김민준
S텔24041,열)하나텔레콤(장흥),하나텔레콤(장흥),후불)텔링크SK,박종열
S텔21685,수)하녀텔레콤,하녀텔레콤,후불)텔링크SK,김성수
S텔16416,열)하늘정보통신,하늘정보통신,후불)텔링크SK,박종열
S텔19608,영)하늘텔레콤(성남),하늘텔레콤,후불)텔링크SK,원세영
S텔24867,열)하랑(나주),하랑,후불)텔링크SK,박종열
S텔22660,구)하랑텔레콤(안산),하랑텔레콤,후불)텔링크SK,서승구
S텔21612,구)하루모바일(미아),하루모바일,후불)텔링크SK,서승구
S텔25160,민)하루모바일(의정부),하루모바일,후불)텔링크SK,김민준
S텔23185,영)하연정보,하연정보,후불)텔링크SK,원세영
S텔24051,웅)하영통신(금촌),하영통신,후불)텔링크SK,정선웅
S텔24523,웅)하오남모바일(논산),하오남모바일,후불)텔링크SK,정선웅
S텔22902,영)하은모바일(평택),하은 모바일,후불)텔링크SK,원세영
S텔25866,수)하이컴퍼니(종로),하이컴퍼니,후불)텔링크SK,김성수
S텔24451,구)하이텔레콤,하이텔레콤,후불)텔링크SK,서승구
S텔24053,수)하이퍼아이앤씨(금촌),하이퍼아이앤씨,후불)텔링크SK,김성수
S텔25408,구)하이휴대폰이야(김해),하이휴대폰이야,후불)텔링크SK,서승구
S텔20303,열)한강(봉천),한강(봉천),후불)텔링크SK,박종열
S텔22668,구)한결통신(상주),한결통신,후불)텔링크SK,서승구
S텔22912,영)한국통신비연구소(이천),한국통신비연구소,후불)텔링크SK,원세영
S텔21585,구)한길정보(전주),한길정보,후불)텔링크SK,서승구
S텔17244,수)한길텔레콤(강남),한길텔레콤,후불)텔링크SK,김성수
S텔25234,열)한마음네트웍스(광주),한마음네트웍스,후불)텔링크SK,박종열
S텔24246,열)한마음네트웍스(광주임동),한마음네트웍스,후불)텔링크SK,박종열
S텔16055,구)한백이동통신완주점,한백이동통신완주점,후불)텔링크SK,서승구
S텔20928,열)한별통신(대전),한별통신,후불)텔링크SK,박종열
S텔25982,민)한빛정보통신(부평),한빛정보통신,후불)텔링크SK,김민준
S텔21448,열)한빛통신(동대문),한빛통신,후불)텔링크SK,박종열
S텔24337,수)한성텔레콤(관악),한성텔레콤,후불)텔링크SK,김성수
S텔21742,영)한성통신(용인),한성통신(용인),후불)텔링크SK,원세영
S텔24586,수)한솔(의정부),한솔,후불)텔링크SK,김성수
S텔21745,열)한스컴퍼니,한스컴퍼니,후불)텔링크SK,박종열
S텔22004,수)한씨네텔레콤(강동),한씨네텔레콤,후불)텔링크SK,김성수
S텔20238,영)한우물통신,한우물통신,후불)텔링크SK,원세영
S텔23323,영)한진텔레콤,한진텔레콤,후불)텔링크SK,원세영
S텔25681,구)할인모바일(구리),할인모바일,후불)텔링크SK,서승구
S텔25977,민)해달컴퍼니(파주),해달컴퍼니,후불)텔링크SK,김민준
S텔22321,구)해리상회(고창),해리상회(고창),후불)텔링크SK,서승구
S텔20969,수)해주통신(수진),해주통신,후불)텔링크SK,김성수
S텔21369,구)해피모바일(군산),해피모바일,후불)텔링크SK,서승구
S텔26226,열)해피모바일(월곡본점),휴대폰성지해피모바일월곡본점,후불)텔링크SK,박종열
S텔21620,열)해피밸리통신(광주),해피밸리통신,후불)텔링크SK,박종열
S텔24383,수)핸드폰가게(덕소),핸드폰가게덕소,후불)텔링크SK,김성수
S텔21953,영)핸드폰마켓(부평),핸드폰마켓 갈산,후불)텔링크SK,원세영
S텔20338,준)핸프모바일(중랑),핸프모바일(중랑),후불)텔링크SK,황병준
S텔20456,영)행복모바일(부천),행복모바일,후불)텔링크SK,원세영
S텔19983,웅)행복텔레콤(김해),웅)행복텔레콤(김해),후불)텔링크SK,정선웅
S텔16599,민)행복텔레콤(문래),행복텔레콤,후불)텔링크SK,김민준
S텔16491,열)행복통신(성남),행복통신2,후불)텔링크SK,박종열
S텔20159,수)행복통신(암사),행복통신,후불)텔링크SK,김성수
S텔20310,구)행복통신(양주),행복통신(양주),후불)텔링크SK,서승구
S텔25103,구)행복통신(용산),행복통신,후불)텔링크SK,서승구
S텔25145,열)행복통신(창원),휴대폰성지,후불)텔링크SK,박종열
S텔22759,열)행복통신(창원),행복통신,후불)텔링크SK,박종열
S텔21056,영)행복한남매통신(목동),행복한남매통신,후불)텔링크SK,원세영
S텔21157,영)행복휴대폰마트(부산사상),행복휴대폰마트,후불)텔링크SK,원세영
S텔23891,수)행상숍(왕십리),행상숍,후불)텔링크SK,김성수
S텔16514,구)행운(화곡동),행운,후불)텔링크SK,서승구
S텔21109,우)행운모바일(향남),행운모바일,후불)텔링크SK,김선우
S텔21963,웅)행운정보통신(구로),행운정보통신,후불)텔링크SK,정선웅
S텔22881,열)행운텔레콤(평택),행운텔레콤,후불)텔링크SK,박종열
S텔17676,웅)행운통신,행운통신,후불)텔링크SK,정선웅
S텔21776,열)허니모바일,허니모바일,후불)텔링크SK,박종열
S텔16077,웅)허브통신,허브통신,후불)텔링크SK,정선웅
S텔17837,영)헤리모바일(평택),HERRY MOBILE,후불)텔링크SK,원세영
S텔21748,열)헬로벨디에치통신(송파),헬로벨디에치통신,후불)텔링크SK,박종열
S텔21577,영)헬리오통신(송파),헬리오통신,후불)텔링크SK,원세영
S텔17494,웅)혁신토탈샾(주),혁신토탈샵(주),후불)텔링크SK,정선웅
S텔22765,열)현빈텔레콤,현빈텔레콤,후불)텔링크SK,박종열
S텔16346,웅)현정보통신,현정보통신,후불)텔링크SK,정선웅
S텔23162,영)현주텔레콤(서산),현주텔레콤,후불)텔링크SK,원세영
S텔22252,수)현텔레콤(망우),현텔레콤,후불)텔링크SK,김성수
S텔25249,수)현텔레콤(의정부),수)현텔레콤(의정부),후불)텔링크SK,김성수
S텔22745,열)현텔레콤(하남),현텔레콤,후불)텔링크SK,박종열
S텔20417,열)형제통신,형제통신상갈,후불)텔링크SK,박종열
S텔20250,열)형제통신,형제통신신갈,후불)텔링크SK,박종열
S텔16598,열)형제통신,형제통신동천,후불)텔링크SK,박종열
S텔21344,수)형제tv(동두천),형제TV,후불)텔링크SK,김성수
S텔22830,민)혜성인터내셔널(강변),혜성인터내셔널,후불)텔링크SK,김민준
S텔24487,웅)호구통신,호구통신,후불)텔링크SK,정선웅
S텔20389,웅)호구통신,호구통신,후불)텔링크SK,정선웅
S텔20870,수)호금통신(마석),호금통신,후불)텔링크SK,김성수
